Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.012171128 -0.1527783 1.7688627,0.02418365 -0.31961697 1.7082769,0.024386035 -0.45451853 1.6632235,0.0147239715 -0.66531163 1.6148163,0.01590859 -0.6382794 1.6555207,0.0394125 -0.63218415 1.7959884,0.17472078 -0.4438807 1.9448853,0.39756328 -0.38841596 1.9173596,0.44532493 -0.37216568 1.8356584,0.48553538 -0.3453996 1.7393415,0.47471023 -0.4029897 1.807404,0.014643468 -0.62262714 1.5902762,0.040897854 -0.5652719 1.475302,0.30850983 -0.48032942 1.4728992,0.5205672 -0.50812125 1.5683715,0.61908835 -0.5009032 1.537862,0.65235835 -0.57106704 1.4658377,0.5981146 -0.52185994 1.4458467,0.045391563 -0.17954509 1.8491588,0.050851427 0.19810311 1.9784698,0.0023947172 0.55583566 2.1019151,0.13849568 0.67194486 2.155714,-0.017785203 -0.1286415 1.6964563,-0.03086954 0.2668494 1.745875,-0.075992264 0.64254236 1.8197438,0.02721329 0.76939946 1.7668492,0.024493031 -0.7440717 1.5964656,0.16155817 -0.8262621 1.6080434,0.11832203 -0.84450054 1.6382644,0.015595667 -0.7913093 1.6892443,0.12204088 -0.8517027 1.5867615,0.009988226 -0.8216086 1.5266883
0.013155726 -0.15408719 1.7693032,0.02351164 -0.31895655 1.7057811,0.021242596 -0.45238394 1.6587492,0.01496282 -0.66280526 1.6132387,0.015686609 -0.63538843 1.6533908,0.03884144 -0.62689096 1.7930447,0.16683874 -0.43659943 1.9432472,0.38694674 -0.3729984 1.9220473,0.4439715 -0.36431354 1.8459017,0.48924366 -0.3393758 1.7519908,0.46900424 -0.39871758 1.821156,0.014235433 -0.62065905 1.5882908,0.040475234 -0.5639393 1.4737688,0.30692756 -0.48010436 1.4731666,0.5146204 -0.5101754 1.5744106,0.61328346 -0.5065615 1.5455688,0.65281886 -0.5754862 1.476372,0.59254086 -0.5208598 1.4520435,0.04577893 -0.18262789 1.848698,0.05452367 0.19425917 1.9736307,0.0043296404 0.5510543 2.0929556,0.13532856 0.6682299 2.1533625,-0.016262054 -0.1283508 1.6977094,-0.030672766 0.26497912 1.7474396,-0.071731806 0.639858 1.8173506,0.02740907 0.77010965 1.7679198,0.02592514 -0.7412206 1.5959796,0.16025653 -0.8263619 1.6068348,0.11687757 -0.8435718 1.6369234,0.016126737 -0.7883763 1.688101,0.12028569 -0.8506066 1.5856481,0.009448208 -0.8176821 1.5262722
0.013911513 -0.15522857 1.7683114,0.023578156 -0.31986994 1.7033503,0.016731359 -0.45363465 1.6570745,0.013178805 -0.66541606 1.6162596,0.014406024 -0.6370632 1.6558354,0.039248597 -0.6259333 1.7952346,0.16242251 -0.42859983 1.9410868,0.37994188 -0.355177 1.9211214,0.44424692 -0.35370922 1.8502972,0.4963668 -0.33487737 1.7583472,0.46479583 -0.39467093 1.8297722,0.011048208 -0.6237899 1.5903888,0.030748352 -0.5699293 1.4729835,0.2957074 -0.4801793 1.4754546,0.5010501 -0.5058855 1.5833006,0.59921014 -0.50811076 1.5521338,0.6496363 -0.5738157 1.4867433,0.58125544 -0.51907456 1.4636658,0.048639383 -0.18416698 1.8468225,0.071655765 0.19366966 1.9689752,0.0057099536 0.5468338 2.0931852,0.13555984 0.66677517 2.1514833,-0.017404139 -0.12913352 1.6975145,-0.030127622 0.26509792 1.7453777,-0.072722524 0.6398376 1.8182744,0.026340157 0.769455 1.7661853,0.02516386 -0.74410725 1.6004109,0.15980572 -0.8288485 1.6138325,0.11566694 -0.84665877 1.6425943,0.013153739 -0.7924939 1.6918092,0.12047653 -0.85306656 1.5912687,0.010914944 -0.81991583 1.5292726
0.013773278 -0.1550724 1.76841,0.023375254 -0.3195868 1.7032096,0.016501507 -0.4532506 1.6567286,0.012681834 -0.6646702 1.6143093,0.013969388 -0.63662696 1.654092,0.037418928 -0.6276107 1.7938573,0.15828644 -0.4318273 1.943579,0.3756135 -0.35703355 1.9274856,0.44072247 -0.3541241 1.8574696,0.49378967 -0.33361542 1.7664485,0.46178097 -0.39429012 1.8364438,0.01057972 -0.62285334 1.5887634,0.030323155 -0.56813455 1.4717904,0.29523948 -0.47844663 1.4750023,0.50015473 -0.50585896 1.5831453,0.59838843 -0.50802046 1.5522718,0.64891833 -0.57312596 1.4863957,0.5808476 -0.51826036 1.4638424,0.048482697 -0.18413875 1.8468622,0.071637146 0.19326618 1.9700739,0.005759716 0.5460776 2.0951,0.13555238 0.6657259 2.1540124,-0.017525733 -0.12886201 1.6976662,-0.030028354 0.26522434 1.7461545,-0.07232992 0.63982344 1.8195599,0.026765421 0.76939315 1.767521,0.024564613 -0.7432367 1.5978549,0.1607839 -0.82628256 1.6031169,0.11811809 -0.8456488 1.6330516,0.01697702 -0.794624 1.6880591,0.12091391 -0.85037434 1.5814053,0.008479945 -0.81697863 1.5249859
0.011341488 -0.15435012 1.7684103,0.021363541 -0.3187217 1.7035527,0.014441786 -0.45215887 1.6570004,0.009499142 -0.663833 1.6175221,0.0103386035 -0.63528234 1.6568744,0.033138126 -0.6227393 1.7962835,0.15218316 -0.42328215 1.9418921,0.36852077 -0.3459462 1.9292212,0.43724597 -0.34660238 1.8628734,0.49525154 -0.330566 1.7741649,0.45717597 -0.38979992 1.8448863,0.008215502 -0.6224185 1.5913978,0.03087808 -0.57042825 1.4739041,0.2946111 -0.478577 1.4798734,0.49723208 -0.50269276 1.5923696,0.59400856 -0.51139903 1.5586343,0.64823264 -0.5761149 1.4955968,0.5741259 -0.5172955 1.4711559,0.043466263 -0.18368538 1.84772,0.05933036 0.19323446 1.9718654,0.005321488 0.5488883 2.0929337,0.13730608 0.66506475 2.1531315,-0.017626831 -0.12789723 1.6968933,-0.029623862 0.2656273 1.7457554,-0.07181352 0.63979685 1.8187509,0.02630014 0.76980764 1.7666987,0.02095646 -0.7426181 1.6023954,0.15721092 -0.8248014 1.6120417,0.11352039 -0.8448751 1.6398175,0.00996539 -0.7954154 1.6912657,0.118497565 -0.8487524 1.5883342,0.008444354 -0.81518555 1.5278656
0.01117599 -0.15653527 1.7713071,0.02258848 -0.32060936 1.7048488,0.015602341 -0.45401567 1.6572528,0.00931892 -0.66511685 1.6125714,0.009395206 -0.63743883 1.6526852,0.022350933 -0.63387376 1.7941873,0.13392866 -0.436135 1.9489386,0.35201788 -0.36143953 1.942496,0.41610122 -0.3482751 1.8725883,0.48272204 -0.33341655 1.7896179,0.45050555 -0.38633758 1.8548857,0.009232879 -0.62299806 1.5873487,0.029531064 -0.5693738 1.4698281,0.2944251 -0.47969276 1.482877,0.49625757 -0.5049583 1.5976121,0.59311485 -0.51471674 1.5636849,0.6483806 -0.57874477 1.5004499,0.57146096 -0.51701224 1.4742092,0.04266906 -0.18656176 1.8508455,0.05866401 0.19180149 1.9734595,0.0052098595 0.54836065 2.0948133,0.1366361 0.6660543 2.1545873,-0.017222697 -0.12945905 1.6995839,-0.029158795 0.26535517 1.7452692,-0.07344238 0.64048284 1.816666,0.026702225 0.7706147 1.7675939,0.020313397 -0.7438397 1.5958728,0.15655252 -0.82597804 1.6107066,0.11263125 -0.8442608 1.6395853,0.0089172125 -0.79135907 1.6878912,0.11771287 -0.8512082 1.5883168,0.0076610143 -0.8208157 1.5255752
0.010768903 -0.15542635 1.7716032,0.02195784 -0.31914303 1.7049718,0.014661921 -0.45226383 1.6572887,0.007533193 -0.662881 1.6120963,0.007824324 -0.63536173 1.652225,0.024946017 -0.6292066 1.7929684,0.13622184 -0.43106645 1.9466512,0.35171324 -0.35010877 1.9415964,0.41665128 -0.3407074 1.8720778,0.48497817 -0.33105016 1.7899499,0.4496159 -0.38360348 1.8573872,0.007515458 -0.62075675 1.5870335,0.027945148 -0.5672531 1.4697102,0.2931758 -0.48025197 1.484486,0.49327308 -0.5088985 1.6007074,0.59046173 -0.5188383 1.5683085,0.6477122 -0.5817086 1.5059618,0.5692098 -0.5176083 1.47747,0.04221122 -0.18557242 1.8509533,0.05880078 0.19170234 1.9748,0.0057807975 0.54732287 2.097215,0.13643159 0.66609514 2.1556249,-0.017584015 -0.12824233 1.7000498,-0.02850946 0.26589555 1.7463706,-0.071765885 0.64043057 1.818245,0.027252315 0.7704055 1.7674447,0.018191164 -0.74146867 1.595167,0.15663606 -0.82043505 1.6018546,0.1143944 -0.8407965 1.6316642,0.01154945 -0.7923539 1.6856532,0.117639035 -0.8458172 1.5801054,0.004703462 -0.8161349 1.5228109
0.009733231 -0.15320681 1.7708516,0.020778436 -0.3182324 1.7069213,0.015615939 -0.4522305 1.6609489,0.0066223852 -0.66296816 1.6154329,0.0072772615 -0.635477 1.6556464,0.014345687 -0.63691133 1.797546,0.12495318 -0.44256142 1.9570229,0.3429008 -0.36746097 1.9561585,0.39916158 -0.3435889 1.882506,0.47159111 -0.33360147 1.80384,0.44398057 -0.3816974 1.8659922,0.006855579 -0.62075937 1.5903999,0.02357914 -0.56892335 1.4715782,0.28877592 -0.48064128 1.4856176,0.48879045 -0.5092473 1.6025442,0.5862233 -0.5191072 1.5704681,0.64594877 -0.58072567 1.5089879,0.56635034 -0.51731956 1.4803655,0.043060727 -0.18170184 1.8501649,0.07463282 0.19777605 1.9655937,0.0051744655 0.5480126 2.0964162,0.13587633 0.66688937 2.1552005,-0.02031964 -0.12751162 1.6993313,-0.029949285 0.26697832 1.7469599,-0.07196458 0.64182186 1.8203772,0.02730161 0.76994926 1.7648993,0.01659957 -0.7417079 1.5983355,0.1578794 -0.8161646 1.6003295,0.11671953 -0.839071 1.6299276,0.012935206 -0.79614806 1.6870469,0.11941759 -0.84208184 1.5781195,0.004622012 -0.81416726 1.523338
0.0070575234 -0.15458924 1.7688674,0.017052859 -0.31838018 1.7038068,0.011934069 -0.45139888 1.6569554,0.008186737 -0.662021 1.614893,0.008916891 -0.6340447 1.6545012,0.026774965 -0.62682974 1.7946273,0.13273175 -0.42961538 1.9516026,0.34479737 -0.34199584 1.9476084,0.41517213 -0.3370155 1.8835753,0.48374766 -0.32459918 1.8024962,0.44199726 -0.3804965 1.8684666,0.006623101 -0.62039435 1.5893694,0.024887832 -0.5685327 1.4714346,0.28870806 -0.4798823 1.4839686,0.48616368 -0.5030204 1.6043125,0.58202434 -0.5186939 1.5713125,0.64435595 -0.5815627 1.5146906,0.5631032 -0.5170539 1.4838054,0.042288728 -0.18338437 1.8467722,0.075032614 0.19523875 1.958465,0.004034281 0.54373515 2.088142,0.12890266 0.6654315 2.151046,-0.024712006 -0.1286234 1.6986172,-0.029548105 0.26455286 1.7428257,-0.07017529 0.6373651 1.8183107,0.025098838 0.7690471 1.7666634,0.020053033 -0.74033064 1.5987861,0.16035445 -0.81504864 1.6021826,0.1192374 -0.83717835 1.6319612,0.01604189 -0.7930509 1.6879711,0.12197715 -0.8410346 1.580446,0.00789763 -0.81362563 1.5253037
0.0038360844 -0.15247127 1.77099,0.014956776 -0.31640744 1.7064512,0.01276373 -0.44952226 1.6596191,0.008638566 -0.6605815 1.6197758,0.010968212 -0.63221073 1.6590438,0.03536043 -0.62158215 1.7979709,0.14474434 -0.4200876 1.9469866,0.35246742 -0.3227194 1.9405184,0.42981333 -0.32607642 1.8849751,0.49980852 -0.31388667 1.8050749,0.44065943 -0.3788738 1.8706455,0.005610787 -0.6192173 1.5939534,0.018037474 -0.569837 1.4741993,0.2814884 -0.4795255 1.4821913,0.47808105 -0.5051408 1.6034696,0.5753761 -0.51799476 1.5735756,0.64090914 -0.57890743 1.5184381,0.5603133 -0.5168041 1.4865233,0.042027332 -0.18015921 1.8479012,0.081302404 0.19609797 1.9654163,0.005916618 0.54431045 2.0934355,0.13733736 0.66127807 2.1518335,-0.030602641 -0.12750384 1.7016357,-0.029810864 0.26585025 1.7447183,-0.07009871 0.63846684 1.8214571,0.026050545 0.7672083 1.7642802,0.020329755 -0.7389676 1.6038897,0.16481665 -0.8048357 1.5957193,0.12625238 -0.83207166 1.6246756,0.022878513 -0.79966444 1.6879146,0.12721942 -0.8310901 1.572959,0.009671122 -0.8059557 1.5243922
0.000397003 -0.15109311 1.7725497,0.0126699265 -0.31570178 1.7098862,0.015770046 -0.44859645 1.6624205,0.010355765 -0.6586273 1.6174529,0.011884524 -0.6312129 1.6574419,0.03257784 -0.6230849 1.7971572,0.1517365 -0.41905102 1.9348683,0.35623592 -0.3150403 1.9418553,0.43641406 -0.31486827 1.8903493,0.5097671 -0.29959798 1.8140503,0.43808606 -0.37486005 1.8753613,0.0085474085 -0.61662793 1.592544,0.025180748 -0.5626929 1.4752696,0.29010543 -0.47641322 1.4707512,0.5129597 -0.48991024 1.5354289,0.60102844 -0.48161167 1.4834349,0.64409775 -0.5328194 1.402372,0.5884534 -0.51236534 1.4264463,0.036302224 -0.17819522 1.8507755,0.07906973 0.1974956 1.9690809,0.006066628 0.54789597 2.0926,0.13815154 0.6620217 2.1550689,-0.031980313 -0.12665395 1.7020102,-0.030394405 0.26671624 1.7454668,-0.072647974 0.63932467 1.8214707,0.027591333 0.76585406 1.7663403,0.021595087 -0.7367673 1.6000401,0.17224681 -0.78678596 1.5904695,0.13636002 -0.81965095 1.6169349,0.029401897 -0.80216914 1.6801378,0.13785142 -0.81525004 1.5654012,0.018913753 -0.79925257 1.5162991
-0.0077828495 -0.15006633 1.7768131,0.0060642976 -0.31431767 1.7128996,0.010437069 -0.44697645 1.6643358,0.011923008 -0.65770245 1.621001,0.01276807 -0.629893 1.6608144,0.035240613 -0.6197455 1.8003109,0.14933328 -0.41815177 1.9463663,0.35314357 -0.3119149 1.9470824,0.43213987 -0.31100166 1.8935658,0.50754607 -0.2983128 1.8186103,0.43598664 -0.37162328 1.879226,0.0085177915 -0.6159373 1.595742,0.025922414 -0.56334424 1.4777824,0.28916398 -0.4712537 1.4690194,0.5054867 -0.48048317 1.5544043,0.5944978 -0.4906599 1.5041105,0.6497402 -0.548996 1.436121,0.5763097 -0.5085802 1.4380809,0.02744656 -0.17764351 1.8553163,0.07804865 0.19845623 1.9709421,0.0039757714 0.54893243 2.095131,0.13905531 0.66166043 2.154373,-0.03955076 -0.12519878 1.7060235,-0.031279244 0.2690732 1.745056,-0.07422505 0.6418438 1.8223939,0.03022255 0.76528 1.7673706,0.025734529 -0.73565364 1.6041071,0.17690904 -0.78493 1.5955098,0.14076808 -0.8185176 1.6208503,0.03276857 -0.8027414 1.68305,0.14292498 -0.8130473 1.5693746,0.02442488 -0.79649746 1.5189655
-0.007539416 -0.14992337 1.7764826,0.0063349274 -0.31399018 1.7125217,0.011151899 -0.44643086 1.6637591,0.013966281 -0.65643954 1.617995,0.014887143 -0.62911254 1.6580888,0.05028656 -0.6259844 1.7950917,0.23545189 -0.47306752 1.9262044,0.45379704 -0.40588546 1.9028271,0.51814187 -0.38915282 1.8344944,0.57009035 -0.3462815 1.7513734,0.4945174 -0.43370506 1.7972018,0.010050385 -0.6144481 1.5932724,0.02626856 -0.5601085 1.4760616,0.28857583 -0.46607006 1.4676162,0.5038549 -0.4786384 1.5546511,0.5930781 -0.488465 1.5048466,0.6480876 -0.5458622 1.4360145,0.5754899 -0.5060515 1.4390299,0.027702373 -0.17750908 1.8548876,0.07819104 0.19844006 1.9698802,0.0046089813 0.54872864 2.0938945,0.14012523 0.6620152 2.1505153,-0.039318487 -0.12504812 1.7057813,-0.031173099 0.2688672 1.7449797,-0.074165106 0.64126766 1.822442,0.030102916 0.76481736 1.7677902,0.028250646 -0.73401034 1.6001066,0.18067338 -0.77555704 1.5813086,0.14753267 -0.8119296 1.6068014,0.04254301 -0.80420595 1.675153,0.14665616 -0.8039952 1.5556546,0.025084347 -0.7907964 1.5123612
-0.014380054 -0.13723083 1.7778412,0.0015353253 -0.3004564 1.7170246,0.01118245 -0.4316386 1.6695712,0.024319656 -0.63872755 1.6221497,0.02482738 -0.6119892 1.6620762,0.067963965 -0.61321646 1.7954209,0.3145435 -0.5114848 1.8428915,0.52832735 -0.46496344 1.7809153,0.5310759 -0.3706116 1.7791827,0.56892115 -0.27206272 1.7702997,0.54522663 -0.36971337 1.7187761,0.017441144 -0.5972281 1.5981951,0.031784452 -0.54847145 1.4796983,0.2921361 -0.4578792 1.4649323,0.5113473 -0.44787395 1.5347364,0.60225785 -0.45086336 1.489358,0.6667409 -0.5069378 1.429853,0.59393257 -0.4914894 1.4381949,0.020957895 -0.16285336 1.8558573,0.08153549 0.20781228 1.9698381,0.008585244 0.5520998 2.0996428,0.14247788 0.6665223 2.1517532,-0.046245836 -0.11412587 1.7074907,-0.024352685 0.27623162 1.736895,-0.07150094 0.643459 1.8181466,0.027240545 0.77102745 1.7678162,0.04223463 -0.7144755 1.6032991,0.19741458 -0.7392309 1.5920645,0.16738941 -0.7788128 1.6153706,0.059973553 -0.7829982 1.6777592,0.16820575 -0.7704787 1.5647991,0.049389355 -0.76966727 1.5159837
-0.040138364 -0.12913284 1.7903874,-0.013320139 -0.29318 1.731864,0.010867406 -0.4234621 1.6840109,0.029355101 -0.6297002 1.6282063,0.0315032 -0.60406697 1.6692239,0.066959426 -0.61541003 1.8054346,0.3083135 -0.48957926 1.7848072,0.50139433 -0.43101686 1.6762786,0.5366937 -0.36573103 1.7357671,0.5681088 -0.28667653 1.8002318,0.55332434 -0.32789335 1.7040796,0.019088123 -0.5874762 1.6060616,0.03555058 -0.53061503 1.4904293,0.30063868 -0.45092475 1.4633301,0.53153396 -0.4282897 1.464044,0.6208284 -0.42746967 1.514188,0.64759606 -0.47975498 1.4272605,0.6159136 -0.50391275 1.4528002,-0.0025988594 -0.15112966 1.8692492,0.09178083 0.21907935 1.9712986,-0.001593046 0.55939096 2.1065574,0.14142516 0.6691064 2.1484146,-0.0739894 -0.10929733 1.7192745,-0.012574479 0.28088465 1.7243843,-0.07174684 0.6451614 1.8226057,0.027844004 0.7695466 1.7626297,0.04918036 -0.7045171 1.6054006,0.20736809 -0.7175282 1.6065474,0.1784444 -0.7598766 1.6272075,0.06617654 -0.77304006 1.6810917,0.18269728 -0.7507475 1.576554,0.067584045 -0.75822204 1.5178792
-0.04693618 -0.11986933 1.7971778,-0.01626006 -0.2802204 1.7361977,0.012306748 -0.40696543 1.6858876,0.036414042 -0.61096144 1.6331412,0.039717518 -0.5847721 1.6730877,0.08487396 -0.5951926 1.8048167,0.3179841 -0.4652261 1.7643341,0.48384267 -0.39761633 1.6255801,0.5373702 -0.35641152 1.6910398,0.5721547 -0.2993575 1.7727486,0.55329967 -0.32794917 1.7040403,0.02319922 -0.5701084 1.6111708,0.024610577 -0.5199381 1.4929147,0.28660545 -0.43963423 1.469171,0.51206404 -0.43255574 1.511111,0.6124993 -0.4195129 1.5104892,0.64704967 -0.488276 1.4409026,0.6062421 -0.49454007 1.4547603,-0.009078972 -0.14209971 1.8746781,0.11082728 0.21636024 1.9749926,-0.00057499856 0.5525376 2.094391,0.13057707 0.6683897 2.1479387,-0.08107369 -0.09982322 1.7272923,-0.0055362433 0.28331923 1.7172432,-0.07069581 0.6420742 1.8156556,0.026954629 0.76962256 1.765209,0.057955228 -0.68445396 1.6107308,0.21396835 -0.69793296 1.5998871,0.18665498 -0.7405038 1.6206529,0.079732664 -0.75527024 1.681359,0.187252 -0.72946 1.5707914,0.06943334 -0.73406464 1.5210068
-0.063034706 -0.08242427 1.8265468,-0.025819715 -0.23924816 1.7634611,0.01308483 -0.36034596 1.7089735,0.051125634 -0.5588631 1.6497358,0.05512601 -0.53340226 1.6896988,0.11881681 -0.5413332 1.812643,0.3570459 -0.420192 1.8338544,0.4961943 -0.39362246 1.6590242,0.56253123 -0.34306666 1.7011081,0.61477995 -0.2772264 1.7637569,0.56999433 -0.31119847 1.7118483,0.032712284 -0.5192765 1.6300261,0.013413547 -0.47056648 1.5136915,0.26839033 -0.37658182 1.4858105,0.47343025 -0.40437844 1.581256,0.56341416 -0.41928536 1.5388446,0.624642 -0.4752353 1.4777007,0.5682536 -0.43873814 1.5125095,-0.02048938 -0.10246827 1.9014719,0.14175367 0.23865838 1.9918121,0.0016023517 0.56175244 2.109062,0.1411037 0.671451 2.1482985,-0.1013997 -0.06434972 1.7589835,0.01852227 0.29952183 1.6978015,-0.07046987 0.64374155 1.8173292,0.026895164 0.76746 1.7609657,0.07724245 -0.62913966 1.6240491,0.22835591 -0.63071215 1.5857593,0.20794544 -0.6759216 1.6078573,0.11520925 -0.7015407 1.6844766,0.19908641 -0.66218984 1.5598372,0.07566641 -0.6724074 1.5311843
-0.071583465 -0.061850198 1.824764,-0.03449306 -0.21568471 1.7605256,0.0051524565 -0.33393672 1.704972,0.052687243 -0.5286732 1.6500921,0.053537555 -0.50322855 1.6895058,0.09332086 -0.5139254 1.8200034,0.32390344 -0.39266118 1.865902,0.49262404 -0.36310136 1.7246355,0.5708149 -0.32192203 1.7508556,0.6538935 -0.26395547 1.7717681,0.5443089 -0.25723332 1.7442026,0.034296427 -0.49037215 1.6293838,0.023983099 -0.4438503 1.5128579,0.28308767 -0.3756545 1.4834119,0.50383234 -0.33305755 1.4802617,0.601277 -0.3502575 1.4879787,0.701731 -0.362667 1.4975917,0.6059908 -0.3852206 1.47087,-0.030503228 -0.08288317 1.8988518,0.14491673 0.24514407 1.9910133,0.012799576 0.56029904 2.122784,0.14721867 0.675211 2.1525874,-0.10862732 -0.04288384 1.7579558,0.025019199 0.3103361 1.6952972,-0.06961717 0.6485232 1.8121372,0.026246548 0.77207947 1.7595199,0.08223117 -0.59719765 1.6267172,0.23362106 -0.5857514 1.6019764,0.21553212 -0.63217795 1.6216816,0.120351024 -0.66604155 1.6889212,0.20977083 -0.6187741 1.573805,0.09215453 -0.63863784 1.5350363
-0.07831463 -0.032900967 1.8335063,-0.041184593 -0.18379724 1.7682725,0.0038118437 -0.29687172 1.710454,0.058928456 -0.4851186 1.6505525,0.0555796 -0.46225375 1.6906765,0.08593097 -0.47821873 1.821292,0.29499903 -0.34888428 1.9091057,0.48321706 -0.29025605 1.8134873,0.56750953 -0.29012692 1.7792914,0.6670784 -0.28787905 1.7569214,0.55704397 -0.23956694 1.732162,0.0422197 -0.4464255 1.6305723,0.046650738 -0.39295974 1.5185196,0.3049767 -0.33423483 1.494643,0.5222859 -0.29096848 1.4830676,0.61148274 -0.32518694 1.5046546,0.7081835 -0.3515494 1.500096,0.616562 -0.3527442 1.4864407,-0.039930165 -0.055348188 1.9072782,0.1634567 0.25109494 1.9953094,0.032200366 0.55581105 2.13866,0.1561291 0.67854273 2.16863,-0.1129276 -0.012659319 1.766983,0.038412534 0.3242974 1.687789,-0.06567884 0.65221334 1.8103795,0.022515595 0.7782295 1.7569607,0.0912986 -0.5509908 1.6267245,0.24162719 -0.5391078 1.6093258,0.22343293 -0.58306044 1.6324106,0.12649232 -0.6114897 1.6967233,0.22017695 -0.57485473 1.5838152,0.10673043 -0.6007041 1.5416126
-0.11186134 0.03925593 1.8629953,-0.065003574 -0.10508238 1.7928281,-0.008500893 -0.21061264 1.7333641,0.06404556 -0.387268 1.6631879,0.052890014 -0.36972448 1.7041473,0.069453225 -0.4048005 1.8323745,0.27237448 -0.32750645 1.9734923,0.46110678 -0.2746309 1.8795351,0.53973806 -0.30507684 1.8473895,0.6210431 -0.33483577 1.7948745,0.51206774 -0.29899698 1.7636163,0.0493974 -0.34716108 1.6453593,0.074060865 -0.28303957 1.543041,0.32372117 -0.20635894 1.5053974,0.541912 -0.18159816 1.5204629,0.6318959 -0.21823618 1.5193851,0.7247787 -0.24257019 1.4931641,0.62933004 -0.25420007 1.4961609,-0.08402936 0.011421291 1.9388391,0.20099947 0.24935316 1.9926759,0.04795359 0.5502224 2.1135452,0.16931605 0.66881716 2.1585848,-0.13695866 0.06435564 1.7946036,0.072840095 0.34358895 1.6587294,-0.05487883 0.6511222 1.8015046,0.028063718 0.7822206 1.7565098,0.10269268 -0.44841722 1.6381409,0.2527859 -0.4462113 1.6261506,0.23137341 -0.48720968 1.6508895,0.13145876 -0.50588423 1.7123903,0.23037888 -0.48191303 1.6021899,0.11810894 -0.50367916 1.5574938
-0.11744618 0.09649072 1.8694293,-0.075158656 -0.040540807 1.802254,-0.015637774 -0.13637777 1.7448021,0.07015563 -0.29442936 1.6755376,0.058954474 -0.27917582 1.7147143,0.09781062 -0.3009206 1.833537,0.3289488 -0.21981943 1.8464726,0.48191106 -0.17041859 1.7178339,0.5507404 -0.22106901 1.7195395,0.60457975 -0.30044544 1.7190161,0.51488453 -0.28782442 1.7640858,0.05136446 -0.25834155 1.6592463,0.06466385 -0.19828561 1.5600319,0.29932728 -0.1151416 1.5379425,0.49206948 -0.13220587 1.6155632,0.5758877 -0.15309115 1.5838113,0.66327053 -0.18027925 1.5611558,0.56306905 -0.21169792 1.5500216,-0.09231805 0.06901563 1.9412943,0.2041907 0.25680092 1.9969528,0.07290311 0.5492939 2.1089685,0.17793316 0.66874933 2.1574652,-0.1401053 0.121266216 1.8046255,0.077510566 0.36058262 1.6584136,-0.044249788 0.65221554 1.7922046,0.026363261 0.7837125 1.758584,0.112554386 -0.3476267 1.650438,0.25487372 -0.34999448 1.6412469,0.23322508 -0.3865851 1.6669555,0.13732621 -0.39777035 1.7247573,0.23307478 -0.38473484 1.620583,0.12683162 -0.40546727 1.5780578
