Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
-0.16250844 0.29020056 1.8994777,-0.112902 0.14681558 1.8314471,-0.051830962 0.042097688 1.7769029,0.03186491 -0.13455068 1.7246121,0.0174148 -0.11484329 1.7632092,0.06670599 -0.1380625 1.884793,0.31016386 -0.05883591 1.8567467,0.43760586 -0.005636081 1.6904414,0.465006 0.005974371 1.6057719,0.44549668 -0.03174959 1.6970875,0.4740136 0.005627526 1.5718814,0.01687574 -0.09669021 1.7031744,0.065750696 -0.0314942 1.6116092,0.3195394 0.0247172 1.5755469,0.5382149 0.0331007 1.5810595,0.6304136 0.029237881 1.6097345,0.69883496 -0.037025563 1.5827775,0.6289166 -0.04041923 1.5761409,-0.14735566 0.25869215 1.9769357,0.21199434 0.34242597 2.0323853,0.039266393 0.64221776 2.1186666,0.16855559 0.75070375 2.163405,-0.17617238 0.31861308 1.8296303,0.14276513 0.3885739 1.6498994,-0.044093102 0.6556903 1.8034463,0.03130987 0.79180133 1.7635118,0.0743065 -0.19513841 1.706607,0.2204473 -0.21254532 1.6788673,0.19687432 -0.24995384 1.70655,0.103151746 -0.25481498 1.7783327,0.19133388 -0.2450724 1.6583833,0.07367003 -0.25240442 1.6265508
-0.16145304 0.25467828 1.8955424,-0.1102594 0.111263946 1.8268753,-0.045898706 0.007781826 1.7722586,0.035746686 -0.16934973 1.7149814,0.021555077 -0.15037467 1.7542847,0.06816766 -0.18423691 1.8750986,0.310214 -0.09668219 1.8487209,0.41978306 -0.03857266 1.670455,0.43531358 -0.024086535 1.5828316,0.4315354 -0.063634336 1.675878,0.4807161 -0.007929798 1.558207,0.021157641 -0.13057397 1.6944672,0.06991825 -0.06306941 1.60376,0.32213116 0.0047762915 1.5678327,0.5418515 0.009530909 1.5757529,0.62884825 -0.0006942777 1.6175987,0.6964187 -0.06267491 1.5790998,0.62657225 -0.06702647 1.5697913,-0.14707275 0.22256663 1.97333,0.2064359 0.33427364 2.0286274,0.033882007 0.6339992 2.1220033,0.16646647 0.74123186 2.16312,-0.17442037 0.28363475 1.8253978,0.14246176 0.3865463 1.654526,-0.046607777 0.656096 1.804989,0.03244512 0.7895305 1.7603695,0.077546954 -0.23028302 1.6952388,0.22417526 -0.25079727 1.6684779,0.1998039 -0.2872352 1.6971984,0.10531081 -0.28869247 1.7690191,0.1944994 -0.28356498 1.6486712,0.07631524 -0.2899648 1.6164043
-0.1623341 0.22142883 1.891752,-0.11229177 0.07807085 1.8223432,-0.046492994 -0.024459876 1.7678232,0.03831596 -0.2007404 1.71296,0.024202082 -0.18132743 1.7520477,0.07211738 -0.2103028 1.8735404,0.31284505 -0.12374732 1.835677,0.41417485 -0.060541898 1.6544398,0.4243718 -0.050640203 1.5654564,0.4257747 -0.08554943 1.6603469,0.5068078 -0.052141488 1.5546063,0.02262108 -0.16272537 1.6919019,0.06560008 -0.100659996 1.5947089,0.32030642 -0.044185825 1.5577632,0.53966194 -0.03112854 1.562506,0.6299383 -0.030774336 1.5980569,0.69709116 -0.09571998 1.5641253,0.6313773 -0.10215652 1.559932,-0.14971882 0.18826145 1.9693518,0.20622468 0.29653355 2.013322,0.05623181 0.6072378 2.1090035,0.19020142 0.71355075 2.147531,-0.17370985 0.25133732 1.8217769,0.1330695 0.37971067 1.6501473,-0.046520725 0.6549645 1.8014212,0.032402497 0.79038703 1.7633605,0.081192106 -0.26107955 1.6938716,0.22776175 -0.28480464 1.6700659,0.20233706 -0.3199665 1.6994053,0.10678376 -0.31776762 1.7696812,0.19785139 -0.31760794 1.6507411,0.080152325 -0.3229441 1.6168042
-0.15158609 0.16778137 1.8766704,-0.10403082 0.018514946 1.8098141,-0.039534874 -0.08932664 1.7573497,0.03978906 -0.26538748 1.682027,0.026293863 -0.24938856 1.7238809,0.054611877 -0.2935833 1.849864,0.29676333 -0.2030266 1.7972443,0.28933758 -0.1734255 1.5779219,0.3068511 -0.093932696 1.5351914,0.30767256 -0.19228584 1.5663108,0.41185975 -0.10909224 1.5591279,0.025220487 -0.22396207 1.6648864,0.074162304 -0.15256429 1.573939,0.33566198 -0.096860975 1.5460035,0.5598144 -0.09717422 1.5522095,0.64303875 -0.10336302 1.605442,0.6939814 -0.16750887 1.5456723,0.6345069 -0.17969587 1.551713,-0.14052874 0.13544339 1.9567348,0.21196494 0.27419025 2.0075462,0.053878248 0.586434 2.1121306,0.18932572 0.6913487 2.1634808,-0.16155697 0.19694194 1.8044727,0.14080541 0.37474316 1.653696,-0.048866063 0.65339357 1.8041157,0.034636468 0.78800964 1.7595606,0.08105602 -0.32615653 1.6558284,0.2305178 -0.36074328 1.6566813,0.19985452 -0.3842826 1.6935769,0.09644002 -0.35639966 1.7499398,0.20005193 -0.39800677 1.6455846,0.08359068 -0.41132757 1.6019201
-0.144334 0.13444334 1.8632894,-0.10004671 -0.017640576 1.7965767,-0.035334565 -0.12642132 1.7431004,0.037890114 -0.3132277 1.684031,0.024698798 -0.29282957 1.7245246,0.03350669 -0.31638727 1.8599292,0.2548048 -0.1719302 1.8921306,0.3734606 -0.13683766 1.7060707,0.3356356 -0.09471868 1.6325772,0.3882726 -0.15870488 1.6955998,0.4037496 -0.11701489 1.5680153,0.024988111 -0.27259567 1.6629299,0.07060142 -0.21647166 1.5589023,0.33643115 -0.16684023 1.5375465,0.5611386 -0.1408003 1.532112,0.6453259 -0.12283099 1.5827758,0.69224226 -0.18727282 1.5186188,0.6423954 -0.21346197 1.5355405,-0.13024195 0.10308661 1.9441279,0.21326114 0.26583296 2.0094805,0.05294305 0.5853962 2.099142,0.19054498 0.682539 2.163973,-0.15704143 0.16271909 1.7903937,0.14004344 0.3717885 1.6620886,-0.054611146 0.6542256 1.8072578,0.03211443 0.78674585 1.7573495,0.07716754 -0.3782809 1.6635705,0.22857401 -0.40751043 1.6498868,0.19919002 -0.44276994 1.6781908,0.09604559 -0.4371812 1.7433542,0.19822381 -0.4403633 1.6278874,0.079731055 -0.44216603 1.5844228
-0.121491306 0.086215 1.8584993,-0.08897368 -0.06677281 1.7906256,-0.033412036 -0.17713526 1.7330754,0.040743086 -0.35388228 1.6536381,0.0284287 -0.3381878 1.6960202,0.058104012 -0.36678714 1.8262715,0.29117802 -0.24592184 1.8547919,0.41151136 -0.1917077 1.676713,0.37209857 -0.111186706 1.6559392,0.41807657 -0.20353462 1.651301,0.4007592 -0.11760327 1.5595806,0.026681311 -0.31188563 1.6373569,0.06545451 -0.22755997 1.5526125,0.3288247 -0.18072644 1.5234224,0.5532683 -0.1789613 1.5211754,0.6397335 -0.18723738 1.5688524,0.7210179 -0.2426222 1.5437901,0.6356318 -0.255279 1.5248824,-0.1003988 0.055713613 1.9373548,0.21256968 0.26489946 2.0056725,0.047416016 0.57819295 2.0965717,0.18172246 0.67742956 2.1611283,-0.14051135 0.11371943 1.7873918,0.11847521 0.36464354 1.6608082,-0.05774094 0.65665424 1.8029224,0.033991683 0.7860055 1.7583504,0.080229804 -0.41517133 1.6257316,0.23261449 -0.40916175 1.6437724,0.20584343 -0.4442389 1.6740083,0.093247436 -0.45150253 1.718137,0.21492949 -0.4515308 1.6254193,0.111871965 -0.48960146 1.565351
-0.087724976 0.014611306 1.8475147,-0.056383383 -0.14127098 1.7844956,-0.015813306 -0.25965255 1.7293946,0.042127945 -0.44515395 1.6548791,0.038947567 -0.42485762 1.6971401,0.08053036 -0.44765872 1.8257197,0.2880003 -0.2934745 1.8837628,0.4354701 -0.21635629 1.7362946,0.39148718 -0.14345458 1.7006178,0.44215795 -0.2098385 1.6393268,0.4197508 -0.14594744 1.6187133,0.024305101 -0.40486163 1.6375741,0.018588178 -0.34283382 1.5279595,0.27191883 -0.24963355 1.5260628,0.48614615 -0.23467416 1.5937679,0.5838008 -0.2170802 1.5879543,0.6807157 -0.23220527 1.5606319,0.6011117 -0.24748547 1.5336051,-0.054448698 -0.009845437 1.9245596,0.20359814 0.26244286 2.005616,0.062272757 0.5657023 2.1559353,0.17150298 0.692884 2.2203524,-0.11773166 0.036665022 1.77804,0.091829106 0.3380123 1.6673317,-0.052296966 0.65268034 1.7999673,0.027444784 0.79354966 1.7667767,0.07563749 -0.5096546 1.6257317,0.19049639 -0.4073337 1.6340617,0.19150594 -0.448133 1.6689008,0.107928194 -0.5198443 1.7203096,0.20360777 -0.4532145 1.6205262,0.14780226 -0.5538259 1.5701231
-0.07870798 -0.010017 1.8402785,-0.055323802 -0.16940168 1.7757232,-0.016906943 -0.29000854 1.7189164,0.03910483 -0.48130074 1.6491239,0.033413112 -0.4602288 1.6915137,0.066657886 -0.46255463 1.8265184,0.2523976 -0.28616062 1.9080417,0.43837708 -0.2136545 1.8028877,0.40165946 -0.14625399 1.7491952,0.4547359 -0.17733546 1.6639605,0.43855023 -0.16341597 1.6756382,0.024352018 -0.43979275 1.629986,0.04157617 -0.36074352 1.5308907,0.30625758 -0.29864204 1.4976145,0.53414 -0.28224218 1.4969684,0.633639 -0.28513354 1.5131983,0.65488267 -0.34840363 1.4343323,0.63432306 -0.33701825 1.4912666,-0.048472136 -0.0374711 1.9190142,0.19449243 0.2558413 2.0001886,0.034788366 0.55798435 2.1475523,0.16216753 0.681943 2.1877794,-0.10597297 0.014739567 1.7692794,0.08549815 0.3391291 1.6721344,-0.059334345 0.65953255 1.8055753,0.037321154 0.7881894 1.7584927,0.072344 -0.54845107 1.6226652,0.22190198 -0.5830468 1.5931941,0.19359556 -0.6187056 1.6230551,0.09639609 -0.6119944 1.698649,0.18796615 -0.61406505 1.572722,0.06476485 -0.60952175 1.5404027
-0.067445 -0.044451963 1.8325896,-0.038520418 -0.20319937 1.7672989,6.6936016E-05 -0.3242687 1.7105644,0.044690255 -0.5211364 1.6463519,0.040890854 -0.49829936 1.6881984,0.06563337 -0.50861037 1.8250766,0.23428024 -0.3259165 1.9293807,0.42685622 -0.23102552 1.8578151,0.40338406 -0.16698027 1.7932059,0.4572985 -0.16788165 1.7026105,0.4422118 -0.17775287 1.73321,0.031775426 -0.47944108 1.6259679,0.042394288 -0.4155544 1.5151966,0.3047316 -0.3388965 1.4873111,0.53105175 -0.30301273 1.490091,0.62912375 -0.31558987 1.5114726,0.7123541 -0.37694597 1.5046114,0.64220065 -0.36940768 1.4724648,-0.03453266 -0.07069118 1.9109681,0.18185034 0.24383436 1.9935787,0.019469693 0.5530324 2.125414,0.14931619 0.67732537 2.158608,-0.09712351 -0.020790901 1.7619123,0.06526341 0.3257064 1.6856608,-0.066185646 0.65754837 1.8077292,0.030187905 0.78505033 1.755409,0.073915295 -0.59104156 1.6216232,0.22440031 -0.6281683 1.5980229,0.19427203 -0.6634574 1.6268225,0.09397361 -0.6551171 1.6987256,0.19070484 -0.65873927 1.5761535,0.068600684 -0.6522104 1.5388687
-0.04300586 -0.0962875 1.8158866,-0.016523153 -0.2565355 1.7506415,0.01248203 -0.38211614 1.6961488,0.04626082 -0.5828359 1.633366,0.044679333 -0.55914366 1.675184,0.080138125 -0.5714184 1.810324,0.27875057 -0.4046299 1.8893334,0.47281185 -0.31680134 1.8092825,0.44239402 -0.22999522 1.7877221,0.4573919 -0.17382367 1.6990727,0.4544361 -0.19885954 1.7406864,0.034685854 -0.5406286 1.6126003,0.046659976 -0.4770121 1.5009873,0.31116825 -0.40337676 1.4705133,0.5398265 -0.3748139 1.4712936,0.635131 -0.3774169 1.506758,0.7090641 -0.43670562 1.4634303,0.64906204 -0.4340321 1.4609189,-0.010804608 -0.12314119 1.894912,0.15007077 0.22296447 1.987657,0.0025373995 0.5477583 2.104474,0.1274485 0.67421484 2.1512587,-0.07204315 -0.07207234 1.7446259,0.03639356 0.30305845 1.7064414,-0.067294136 0.65285563 1.8102399,0.031013325 0.780589 1.7590849,0.07163612 -0.654769 1.608773,0.21779977 -0.70796764 1.583064,0.18455085 -0.73966867 1.6131508,0.08650097 -0.719752 1.6870382,0.18050441 -0.7353578 1.5621965,0.058369666 -0.7166565 1.5267342
-0.043449573 -0.11343478 1.8086846,-0.014475709 -0.27375472 1.7412362,0.0137758795 -0.4002533 1.6858189,0.046734646 -0.60233307 1.6216296,0.045912586 -0.5785335 1.6638162,0.08601752 -0.5922655 1.7985939,0.3112315 -0.45522934 1.8699783,0.51100785 -0.37595028 1.7902753,0.48520726 -0.28644747 1.7707536,0.46998757 -0.19497913 1.7177708,0.48176494 -0.25028306 1.7529585,0.034662854 -0.55978847 1.6009991,0.046177067 -0.5016745 1.4853076,0.3057973 -0.4028545 1.5019553,0.52351004 -0.3842829 1.5803354,0.6179435 -0.3851226 1.5405581,0.6921042 -0.42750773 1.4795419,0.6110431 -0.41879377 1.4834548,-0.011052478 -0.14100417 1.888132,0.12826717 0.21585879 1.987098,0.005525425 0.5500013 2.1146615,0.14299256 0.6688752 2.1500838,-0.072663456 -0.08857423 1.7370434,0.013840295 0.2967202 1.7201952,-0.07178385 0.6570369 1.8142898,0.033891536 0.77818626 1.7579347,0.07187235 -0.6747423 1.5962687,0.22512543 -0.7132963 1.5804605,0.19388312 -0.7464619 1.6118336,0.090075165 -0.7321523 1.6805209,0.19181621 -0.7463838 1.5602003,0.06931079 -0.74408954 1.5182959
-0.021307465 -0.1390077 1.7879694,-0.00016002916 -0.3038141 1.726584,0.01973929 -0.43468723 1.6762879,0.037379652 -0.64280534 1.6229877,0.04165517 -0.61624575 1.663542,0.0959629 -0.61568683 1.7946737,0.33897805 -0.49487966 1.7543038,0.5412878 -0.41345644 1.680334,0.52556384 -0.321733 1.7022474,0.48211205 -0.22440112 1.7144278,0.5048839 -0.29587144 1.7371944,0.02528736 -0.6009007 1.6006045,0.038058385 -0.54142714 1.4850659,0.3019954 -0.45061588 1.4693683,0.53405195 -0.42882946 1.4768991,0.6259779 -0.43414798 1.5229244,0.66759115 -0.47634965 1.4357021,0.631791 -0.4912733 1.433143,0.017654635 -0.16309392 1.8660581,0.10102568 0.20763329 1.9826881,0.0013674424 0.5505353 2.1122556,0.13941269 0.66916716 2.1505637,-0.056441303 -0.1172881 1.7175533,-0.02220982 0.27791172 1.7347975,-0.06985606 0.6496519 1.8178176,0.0320293 0.7741809 1.7595205,0.056790743 -0.71821606 1.600307,0.20210594 -0.78366053 1.5929071,0.1631791 -0.81152415 1.6211331,0.058598273 -0.78025424 1.683806,0.16474989 -0.8098279 1.5692735,0.047281668 -0.78437644 1.5195128
-0.022092292 -0.14227 1.7880814,-0.0010670535 -0.3073215 1.726187,0.018133152 -0.4385743 1.6757293,0.032519296 -0.6469705 1.6206448,0.037228998 -0.6207483 1.6614982,0.092531525 -0.6231621 1.792532,0.33870575 -0.5074914 1.7521446,0.5243095 -0.46572185 1.6214885,0.53301084 -0.37265918 1.6425736,0.51415557 -0.26828626 1.6602222,0.53029025 -0.3420443 1.6193969,0.021059271 -0.6046104 1.5985513,0.036265302 -0.54453343 1.4832945,0.30152053 -0.45468113 1.4751158,0.53442144 -0.44442546 1.4916542,0.62997746 -0.4437949 1.5305434,0.6649746 -0.48076373 1.437926,0.63293856 -0.49558467 1.4318585,0.01693392 -0.16662541 1.8662862,0.10063451 0.204353 1.9848535,0.0009701848 0.5481659 2.1144593,0.14021806 0.66684204 2.1501825,-0.057283945 -0.12030765 1.7175608,-0.023816235 0.27572766 1.7371452,-0.07243487 0.6476538 1.8226465,0.029877089 0.77149993 1.7625611,0.050777778 -0.7226604 1.5973065,0.19294587 -0.79362136 1.5794364,0.15490423 -0.8203475 1.610105,0.055888183 -0.7857313 1.6801786,0.15300408 -0.8181645 1.5581601,0.033224083 -0.7877087 1.5166564
-0.005087464 -0.15212737 1.7773117,0.010518636 -0.315494 1.712378,0.016129903 -0.4477772 1.6636192,0.024241999 -0.65499127 1.6077247,0.029044088 -0.6293529 1.6485994,0.0838016 -0.6280666 1.7789786,0.30055928 -0.47645786 1.8480035,0.49477226 -0.43627685 1.7326257,0.5142847 -0.36671212 1.6705432,0.50797164 -0.28272444 1.6047214,0.53593105 -0.35693723 1.6344129,0.014755527 -0.61236984 1.5858341,0.029654184 -0.55229884 1.4714007,0.2936511 -0.46565017 1.4910381,0.5109508 -0.4625165 1.5732422,0.60502625 -0.43846682 1.5402057,0.6637775 -0.4890854 1.4693139,0.59756213 -0.477431 1.4642313,0.03614297 -0.17832865 1.8531408,0.08540679 0.19283177 1.9822034,0.007196322 0.5433274 2.1017394,0.13480099 0.6666461 2.155178,-0.042266764 -0.12850052 1.7089332,-0.037830696 0.26544002 1.7449592,-0.072239 0.6393952 1.8174593,0.027454697 0.76821035 1.7670443,0.040199615 -0.73068583 1.5843606,0.1879731 -0.78882533 1.5771418,0.1516367 -0.8160945 1.6087962,0.04792895 -0.78520507 1.6721863,0.151484 -0.81862307 1.5571362,0.031750694 -0.8034583 1.509874
-0.0010116553 -0.1540069 1.7734613,0.013633241 -0.3178777 1.7086488,0.016326213 -0.45085114 1.6607385,0.015081934 -0.6573442 1.6002016,0.019950842 -0.6328448 1.6418704,0.06238003 -0.6477121 1.7762381,0.30206287 -0.5243018 1.8246528,0.5015695 -0.48256865 1.7183332,0.5066694 -0.39839128 1.6736411,0.5062579 -0.30538023 1.6205453,0.5342836 -0.37087446 1.6474705,0.0085924985 -0.613724 1.5789851,0.025562033 -0.55101055 1.4659812,0.2901168 -0.47185493 1.5063868,0.5069006 -0.46351922 1.5908269,0.5997285 -0.44635487 1.5502197,0.66285425 -0.49131697 1.4789753,0.58567077 -0.4750411 1.4745377,0.03815197 -0.1809128 1.850339,0.07887155 0.1943348 1.9727339,0.012123585 0.5452198 2.1001315,0.14009033 0.66700906 2.1573207,-0.036327217 -0.12974466 1.7041373,-0.03731139 0.26460028 1.7441581,-0.071388066 0.6390441 1.8181697,0.025338352 0.77012926 1.7667233,0.02771587 -0.7334203 1.5755398,0.1793513 -0.7821275 1.5744739,0.1440859 -0.8099279 1.607051,0.037004076 -0.78230155 1.666706,0.14525285 -0.8154182 1.555534,0.02564554 -0.8108753 1.5051551
0.0017978778 -0.1531517 1.7715216,0.014016149 -0.31703556 1.7069024,0.014248414 -0.44995874 1.6593521,0.010622889 -0.6564413 1.5999362,0.015250676 -0.6318345 1.6414912,0.051074836 -0.6447049 1.7777694,0.2954816 -0.52783394 1.8154824,0.49136686 -0.50223565 1.6985344,0.4973828 -0.41235727 1.6673913,0.50195736 -0.31323636 1.6274791,0.5291855 -0.3806451 1.6529119,0.0051561887 -0.6128971 1.5784323,0.027563116 -0.5506371 1.4663353,0.29124787 -0.4711802 1.5091177,0.5066621 -0.46374682 1.5962234,0.59946215 -0.4493987 1.5548247,0.6639275 -0.4935974 1.4845222,0.58299583 -0.4741795 1.4777039,0.040393595 -0.18057117 1.8483591,0.076881014 0.1943798 1.9712293,0.0112818405 0.542086 2.1061652,0.13988729 0.66650873 2.1547816,-0.03300558 -0.12842637 1.7022338,-0.037237052 0.26519006 1.7437916,-0.070174135 0.63911784 1.818201,0.025201581 0.770484 1.765739,0.022393689 -0.7327335 1.5758879,0.17491035 -0.7778052 1.573807,0.14050126 -0.8066148 1.6062931,0.033223808 -0.78196204 1.666533,0.14155963 -0.8117034 1.5548042,0.02181486 -0.80960834 1.5050545
0.00795869 -0.1514848 1.7704694,0.021691486 -0.3148462 1.7060935,0.02277386 -0.4474759 1.6588323,0.016109947 -0.6557838 1.6088287,0.021308692 -0.6294856 1.6491126,0.044427752 -0.6394171 1.7879758,0.24942353 -0.489886 1.8881841,0.45704126 -0.472407 1.7932267,0.47609258 -0.41783348 1.7177584,0.48297304 -0.3436402 1.6414232,0.51813525 -0.40429688 1.6873436,0.011083484 -0.6132821 1.5854994,0.02810113 -0.55598074 1.4702499,0.2973011 -0.48681432 1.4740695,0.5215389 -0.49197406 1.5328408,0.61106217 -0.4743719 1.4864485,0.6542849 -0.5282961 1.4075947,0.6041189 -0.50023764 1.4257534,0.046170495 -0.17856564 1.8473417,0.072710425 0.19769636 1.9653164,0.0041851997 0.5446831 2.0978498,0.13572764 0.6640352 2.1493843,-0.026498573 -0.12706482 1.7011503,-0.03398518 0.265248 1.7446718,-0.07004534 0.6376635 1.820065,0.024248533 0.7679877 1.7645862,0.026709031 -0.7330164 1.5881895,0.16368671 -0.8120692 1.5758365,0.12559459 -0.83286786 1.6100371,0.03110039 -0.7856396 1.6771419,0.122367084 -0.83669835 1.5586655,0.0039964393 -0.80556655 1.5168388
0.008388074 -0.15308078 1.7702899,0.021939866 -0.3164876 1.7062004,0.022377865 -0.44921976 1.6594002,0.014685826 -0.65800905 1.6120186,0.019997789 -0.6312481 1.6519563,0.051920556 -0.63193566 1.7893584,0.24182853 -0.46970198 1.89879,0.45343697 -0.43203217 1.8201452,0.47675535 -0.4016958 1.7331692,0.48307896 -0.34868953 1.6408677,0.5174228 -0.40749806 1.6985753,0.009886433 -0.6157955 1.5881683,0.026103385 -0.5588764 1.4726774,0.29292646 -0.4814592 1.4691668,0.5129575 -0.49571294 1.5405804,0.6059626 -0.48213473 1.5001687,0.6565043 -0.53622454 1.425978,0.59823275 -0.5004084 1.4321861,0.046622872 -0.18005247 1.8471434,0.07347347 0.19673531 1.9627733,0.0049174204 0.54413515 2.093733,0.13506193 0.6630541 2.1493676,-0.026089927 -0.1287592 1.7009877,-0.033325255 0.26335904 1.7447541,-0.06982896 0.6353678 1.8210995,0.023607137 0.766665 1.7667,0.024898797 -0.7355123 1.5923591,0.16058218 -0.81745374 1.588038,0.12044537 -0.8369075 1.6206143,0.02381023 -0.7867123 1.6821873,0.11967097 -0.8415198 1.569234,0.00422661 -0.8087312 1.5211372
0.008502469 -0.15345192 1.7700893,0.022089906 -0.31706524 1.7059267,0.022568144 -0.44996127 1.6590604,0.015197549 -0.6591015 1.6119593,0.020323802 -0.6322325 1.6519222,0.052167416 -0.6318671 1.7895256,0.23446578 -0.46360898 1.903558,0.44766182 -0.41784346 1.8330832,0.47538194 -0.39270526 1.7456119,0.48683873 -0.34775186 1.6494572,0.51599467 -0.40508953 1.7125218,0.010473223 -0.6168804 1.5879827,0.02732736 -0.5596927 1.4725325,0.29382828 -0.47988662 1.4709612,0.5123522 -0.49657753 1.5472525,0.60629326 -0.48431054 1.508287,0.65722 -0.5389325 1.4345648,0.59745145 -0.5010913 1.4374352,0.046771325 -0.18045382 1.8470476,0.07367134 0.19673248 1.9630616,0.0051050633 0.5445074 2.094387,0.13514583 0.6635563 2.150753,-0.02600624 -0.12910311 1.7006927,-0.033472486 0.26351202 1.7444348,-0.070029214 0.63604724 1.8205824,0.023920007 0.7669343 1.7654155,0.025555283 -0.73673105 1.5924592,0.16116413 -0.81928986 1.5917602,0.12008013 -0.83855885 1.6233687,0.021964774 -0.7878283 1.6824301,0.12060723 -0.8432669 1.5719289,0.0064162463 -0.8100927 1.5207657
0.00847092 -0.1538019 1.7701386,0.022035334 -0.31744772 1.7059709,0.022471579 -0.45037052 1.6591073,0.014997356 -0.6595402 1.6119853,0.02000641 -0.6326704 1.6519729,0.051531967 -0.6318737 1.7896726,0.22905852 -0.46020564 1.9062355,0.44304103 -0.4096604 1.841517,0.4737238 -0.38713792 1.7543048,0.48886982 -0.34655422 1.6567074,0.5145219 -0.40278807 1.7227288,0.010422481 -0.61730736 1.5879833,0.028201481 -0.5598041 1.4728038,0.29491717 -0.4805591 1.4747534,0.5122893 -0.49927008 1.5539331,0.60672 -0.48778787 1.5158764,0.6578497 -0.5423489 1.4422241,0.59640414 -0.5023895 1.4422634,0.04671817 -0.18081747 1.847121,0.073591515 0.19642122 1.9632026,0.0055254404 0.5443621 2.0945356,0.13596795 0.6630875 2.15076,-0.02601831 -0.12944078 1.7007203,-0.033203583 0.26324853 1.7444571,-0.06929988 0.6359585 1.820298,0.024773195 0.7667762 1.7650876,0.025326567 -0.7371986 1.5925277,0.16102688 -0.81965125 1.5911635,0.120002955 -0.8391295 1.6227386,0.021923192 -0.78879446 1.6822416,0.120451346 -0.84355915 1.5712644,0.006130703 -0.8101996 1.5204561
0.00847092 -0.1538019 1.7701386,0.022035334 -0.31744772 1.7059709,0.022471579 -0.45037052 1.6591073,0.014997356 -0.6595402 1.6119853,0.02000641 -0.6326704 1.6519729,0.051531967 -0.6318737 1.7896726,0.22905852 -0.46020564 1.9062355,0.44304103 -0.4096604 1.841517,0.4737238 -0.38713792 1.7543048,0.48886982 -0.34655422 1.6567074,0.5145219 -0.40278807 1.7227288,0.010422481 -0.61730736 1.5879833,0.028201481 -0.5598041 1.4728038,0.29491717 -0.4805591 1.4747534,0.5122893 -0.49927008 1.5539331,0.60672 -0.48778787 1.5158764,0.6578497 -0.5423489 1.4422241,0.59640414 -0.5023895 1.4422634,0.04671817 -0.18081747 1.847121,0.073591515 0.19642122 1.9632026,0.0055254404 0.5443621 2.0945356,0.13596795 0.6630875 2.15076,-0.02601831 -0.12944078 1.7007203,-0.033203583 0.26324853 1.7444571,-0.06929988 0.6359585 1.820298,0.024773195 0.7667762 1.7650876,0.025326567 -0.7371986 1.5925277,0.16102688 -0.81965125 1.5911635,0.120002955 -0.8391295 1.6227386,0.021923192 -0.78879446 1.6822416,0.120451346 -0.84355915 1.5712644,0.006130703 -0.8101996 1.5204561
0.01114696 -0.15759909 1.7707572,0.02234826 -0.32127205 1.7064536,0.018031722 -0.4539858 1.6594143,0.0130083915 -0.6618994 1.607191,0.012478162 -0.6359068 1.648029,0.02599506 -0.6394979 1.788526,0.18228361 -0.45716518 1.918233,0.4046069 -0.4191393 1.8781865,0.4450832 -0.40013742 1.7942467,0.47049573 -0.36137024 1.6981156,0.48980778 -0.4081308 1.7687427,0.013124803 -0.61915874 1.5837092,0.044696286 -0.5577106 1.4737142,0.3121215 -0.48170984 1.4667704,0.5375108 -0.512115 1.5124818,0.6365931 -0.4864098 1.5095881,0.6399688 -0.5377439 1.418167,0.62814736 -0.5314218 1.4142686,0.041457515 -0.18680456 1.8503742,0.05836954 0.18903348 1.972045,0.009322535 0.5436567 2.0930114,0.13811156 0.6611291 2.155062,-0.0161854 -0.13126323 1.698963,-0.030623034 0.2608552 1.744155,-0.07188079 0.63411593 1.8133681,0.026161104 0.7664068 1.770147,0.024383165 -0.7393985 1.5878552,0.15954839 -0.8220143 1.5975369,0.11691129 -0.8397981 1.6279012,0.016206801 -0.78638816 1.6797045,0.119953364 -0.8468071 1.57683,0.00856515 -0.8158566 1.5186845
0.013049607 -0.15284501 1.7698404,0.025344806 -0.31915614 1.7082416,0.024790008 -0.45379037 1.662714,0.015828267 -0.6646474 1.615148,0.016899334 -0.6374742 1.6557195,0.040083632 -0.63085306 1.7961135,0.18077284 -0.44310248 1.940283,0.40476814 -0.39971706 1.9033995,0.44670212 -0.38363928 1.8186044,0.47809026 -0.35429162 1.7198763,0.4814165 -0.40617704 1.7895166,0.015631085 -0.62208873 1.5904608,0.043662697 -0.5650731 1.4758443,0.3108337 -0.4795968 1.4696578,0.52728367 -0.5046881 1.5550823,0.62480164 -0.4904798 1.5240582,0.6493304 -0.56102735 1.4490732,0.60636544 -0.5236377 1.4364997,0.046130862 -0.18007584 1.8499643,0.05446339 0.19733287 1.9789426,0.00013326108 0.55382997 2.102676,0.1413594 0.66467404 2.1538439,-0.016781218 -0.12828977 1.6975892,-0.030643158 0.26702785 1.7458762,-0.078795806 0.6417473 1.821326,0.026951954 0.7658412 1.7673076,0.025849571 -0.74339044 1.5971208,0.16130687 -0.8280818 1.6079955,0.11749053 -0.8463274 1.6372889,0.015203968 -0.7927448 1.6885194,0.12162694 -0.8522948 1.5856975,0.010804743 -0.8188463 1.5253192
