Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.10048814 0.21568452 1.4198828,0.099922 0.050277904 1.3807232,0.10408328 -0.078524634 1.3376089,0.083308145 -0.28227663 1.308607,0.10625431 -0.2544259 1.3382499,0.17978236 -0.24289767 1.4523176,0.1705515 -0.00030605495 1.5542305,0.2685663 0.19395643 1.5156505,0.2668214 0.2814811 1.4881995,0.2599772 0.38418752 1.4900633,0.25602904 0.29758406 1.436513,0.06575772 -0.24283852 1.2899082,-0.0034623146 -0.17918752 1.2071007,0.03202599 0.08668958 1.2115597,0.19125044 0.24328005 1.1972636,0.26014304 0.3136596 1.2049298,0.29986048 0.34751427 1.1182313,0.27839434 0.3118622 1.1563727,0.18181789 0.20838495 1.4495398,0.11612346 0.5840477 1.4425478,0.05039689 0.9228478 1.559913,0.07648993 1.0532581 1.4408691,0.027149528 0.22226687 1.3931397,-0.006375294 0.5991326 1.4381114,-0.04876208 0.89153993 1.6580927,-0.05162347 1.0415528 1.5913352,0.085409254 -0.3577356 1.289663,0.18035124 -0.44235796 1.2044301,0.16895528 -0.4603887 1.2533072,0.13633351 -0.40974256 1.3579959,0.13702413 -0.4632644 1.215181,0.022982635 -0.4253202 1.2489161
0.10138162 0.21642487 1.4130052,0.10348068 0.052246526 1.3702754,0.107917584 -0.07656963 1.3280414,0.086621694 -0.28029042 1.3021286,0.110582754 -0.2521179 1.3304992,0.18744007 -0.24182458 1.4421599,0.17137873 0.00020885468 1.5432738,0.28090075 0.18060559 1.4791486,0.2451767 0.24787855 1.4283181,0.20662786 0.33438745 1.3884511,0.22836895 0.27292064 1.4119833,0.06828524 -0.24117282 1.2837352,0.006024111 -0.16877419 1.2029698,0.05275429 0.094195485 1.2220299,0.18055329 0.27612537 1.2006167,0.22063737 0.36075813 1.2314748,0.25397277 0.3729303 1.1369103,0.2473624 0.36294222 1.1358072,0.18377289 0.21060766 1.4394038,0.119841844 0.58580256 1.4485207,0.060297016 0.9197644 1.5800714,0.09961454 1.0436585 1.4582353,0.027085781 0.2216705 1.3892006,-0.001630595 0.5981772 1.4344525,-0.02813577 0.89148664 1.654563,-0.024527851 1.0357543 1.5768371,0.08818572 -0.3558051 1.2839702,0.18075436 -0.44527096 1.2016381,0.17018275 -0.46063966 1.2514912,0.13994347 -0.4045174 1.3538146,0.13757956 -0.4652234 1.2142327,0.024666192 -0.42478895 1.2480037
0.09387586 0.21861726 1.4132692,0.10087566 0.053603202 1.372411,0.1092801 -0.076134875 1.3324269,0.089502856 -0.28045714 1.3054054,0.11246971 -0.25217432 1.3346908,0.18441564 -0.24199414 1.4500428,0.1654118 0.006678 1.5352184,0.2598697 0.20247751 1.4943986,0.23454767 0.25337392 1.4222772,0.20194991 0.2990442 1.3358442,0.22346988 0.279735 1.4042525,0.071608216 -0.24125844 1.2864192,0.016045358 -0.16976371 1.1996377,0.07082472 0.09212151 1.2224857,0.17581657 0.2899577 1.2193105,0.2165913 0.37903833 1.2326839,0.22685109 0.39853 1.1338178,0.24051435 0.37112254 1.2225257,0.1753692 0.21462707 1.4433458,0.11922316 0.5914864 1.4190937,0.07194587 0.8940618 1.6174507,0.10453398 1.0401889 1.5199593,0.020389728 0.22221538 1.3861479,0.0017422475 0.6000044 1.4349096,-0.018598856 0.8983599 1.6505909,-0.015003697 1.0397562 1.566841,0.091938235 -0.35614786 1.2871342,0.18123756 -0.44513625 1.2000089,0.1723594 -0.46121103 1.25013,0.14606231 -0.4062571 1.3545578,0.13831398 -0.46510756 1.2139096,0.02660001 -0.42448294 1.2524133
0.08982055 0.21863501 1.4267935,0.09765841 0.05194813 1.3869367,0.107628584 -0.07947759 1.3489876,0.08957261 -0.2846531 1.3148364,0.108875364 -0.25702545 1.3477889,0.16949888 -0.25059435 1.471003,0.15347642 0.005392134 1.540539,0.26301575 0.19614018 1.5035993,0.23693559 0.24737197 1.4310045,0.20257424 0.32406402 1.3698887,0.23148148 0.2816091 1.4192561,0.07459064 -0.24452808 1.2943422,0.033692144 -0.17266247 1.1986512,0.07898653 0.09318718 1.2229583,0.16453698 0.30213588 1.2290616,0.20437264 0.39226353 1.2442672,0.21941176 0.40720624 1.144354,0.22697912 0.39504734 1.2217734,0.16539963 0.21168883 1.4707061,0.116415165 0.58835906 1.4079912,0.04182548 0.90964913 1.5710216,0.10278186 1.0481559 1.4732652,0.02166757 0.22489868 1.3871955,0.0014791768 0.6057693 1.4364331,-0.044159517 0.9104798 1.6445233,-0.019117314 1.049575 1.5579243,0.093744196 -0.36060792 1.2952325,0.18358906 -0.443371 1.2005913,0.17329893 -0.46423262 1.2491314,0.1458858 -0.418782 1.3588812,0.13962132 -0.46378225 1.2118007,0.027119942 -0.42422894 1.2524731
0.09032831 0.21652418 1.4396303,0.1001789 0.05037488 1.3958519,0.112452276 -0.08053711 1.355334,0.09128749 -0.28514212 1.3159434,0.11028485 -0.25856003 1.3501221,0.17247011 -0.2571463 1.4731987,0.15629172 -0.0003851354 1.5430275,0.27258486 0.18713361 1.5059742,0.24240647 0.24563006 1.4404294,0.20681357 0.3291088 1.3891488,0.23533049 0.27559316 1.4229618,0.07760131 -0.24415332 1.2959123,0.035634317 -0.17043985 1.2015748,0.07992722 0.096377 1.2265818,0.16123727 0.3077435 1.233557,0.20008165 0.3980784 1.2518373,0.20627064 0.42122307 1.15222,0.22282068 0.3996843 1.2285135,0.16030475 0.2068631 1.4920417,0.13654035 0.5913191 1.46426,0.041080087 0.9072627 1.6294452,0.116294354 1.0505204 1.548948,0.027227476 0.22523601 1.3923686,-0.004048012 0.6075649 1.4332169,-0.07750638 0.9142219 1.632379,-0.039945528 1.0542824 1.5510244,0.094524644 -0.36094835 1.2946714,0.18566824 -0.44422355 1.200934,0.17418739 -0.46537605 1.249268,0.1449889 -0.42025807 1.3591194,0.14115062 -0.46433145 1.2111719,0.027917087 -0.42380285 1.2500367
0.0919547 0.22117075 1.4555708,0.10014272 0.054594368 1.4063245,0.10405595 -0.079280764 1.3690531,0.08908245 -0.28537476 1.3234118,0.105601 -0.25899798 1.3596603,0.16948065 -0.2579478 1.4834895,0.14830388 0.0015958548 1.5523522,0.26426113 0.1920243 1.5149301,0.23888229 0.24610998 1.4425411,0.20563316 0.32597655 1.3824677,0.23399174 0.27634853 1.4232581,0.07574551 -0.24374548 1.3032795,0.03658142 -0.1735366 1.2034364,0.07627279 0.096613765 1.2311499,0.16368872 0.30811432 1.2372825,0.19508243 0.4034486 1.2490685,0.20458256 0.4291008 1.1492223,0.21089593 0.4144409 1.2176813,0.14906082 0.20445946 1.5215919,0.16761404 0.58605254 1.6010348,0.066347435 0.9077563 1.7601752,0.16106038 1.0597473 1.7245044,0.0404596 0.23624003 1.3960367,-0.0091077695 0.61954224 1.4466683,-0.11747278 0.93566525 1.6208482,-0.06312297 1.0852443 1.5670156,0.095121495 -0.36137876 1.3004637,0.18750864 -0.44277734 1.2036595,0.17547095 -0.46569565 1.2516841,0.14538845 -0.4236572 1.3639194,0.14236641 -0.46321675 1.2130177,0.027860083 -0.4230545 1.2528293
0.09288026 0.22601116 1.4578665,0.10146517 0.057263598 1.4088787,0.10529454 -0.078445375 1.372153,0.08803445 -0.2868492 1.326301,0.10538804 -0.26026994 1.3627493,0.17141604 -0.26003593 1.4872928,0.1533754 0.0021880567 1.5591843,0.27049395 0.1951485 1.5223354,0.24404147 0.25097468 1.4502254,0.21018139 0.3327997 1.3909688,0.23544627 0.27812546 1.4286621,0.07460964 -0.2446464 1.3060722,0.033571508 -0.17306903 1.2060236,0.07815646 0.09981313 1.2313021,0.16758919 0.3134249 1.2348844,0.19773634 0.41093588 1.2408359,0.20466712 0.42758802 1.1376679,0.21222228 0.42123196 1.2024965,0.15085408 0.20958687 1.5246027,0.15217502 0.5982921 1.5935005,0.052930683 0.931368 1.7402903,0.15383631 1.0813155 1.7020782,0.040602706 0.24082166 1.3976877,-0.009470705 0.6279392 1.4537035,-0.118223056 0.94967085 1.6269325,-0.061487798 1.1002836 1.5722998,0.093288705 -0.36379564 1.3030622,0.18972418 -0.44277897 1.2052386,0.1763911 -0.46745452 1.2527747,0.142759 -0.4284606 1.3666846,0.14392969 -0.46392968 1.2128761,0.026859187 -0.4250254 1.2512583
0.09554805 0.22818738 1.4571264,0.102980904 0.058711708 1.4093812,0.10603752 -0.07750937 1.3735536,0.08627376 -0.28614503 1.3280301,0.104391806 -0.25964978 1.3642786,0.1716141 -0.26063877 1.4884562,0.1595641 0.002290994 1.5608178,0.27187598 0.1994725 1.529263,0.24531892 0.25252363 1.4549137,0.21174157 0.33228368 1.3924353,0.23823848 0.28064483 1.4334975,0.07292291 -0.24376528 1.3079189,0.026325524 -0.17127952 1.210707,0.07891886 0.10092816 1.232988,0.16982251 0.3143853 1.2326735,0.19703597 0.4130934 1.2349418,0.20099476 0.42496964 1.1307766,0.21256095 0.42118356 1.2007482,0.15383726 0.211948 1.5238436,0.15710053 0.5993111 1.6033511,0.062227085 0.9341172 1.7507789,0.16419268 1.0849168 1.7174996,0.042986102 0.24283114 1.3969644,-0.009012461 0.6297016 1.4575711,-0.11780269 0.95486665 1.6257505,-0.060042717 1.1064075 1.5739101,0.090535484 -0.3632844 1.3047425,0.18860784 -0.44206125 1.2079388,0.17525393 -0.4665567 1.2556732,0.14045009 -0.4269895 1.3692714,0.14293376 -0.46371102 1.2154908,0.024999648 -0.42578197 1.2529503
0.09568892 0.22780329 1.4572194,0.10308005 0.05818762 1.4096534,0.10603444 -0.07815799 1.3740261,0.08609019 -0.28697577 1.328934,0.104299255 -0.26040307 1.3651111,0.17186132 -0.26118726 1.4891827,0.16034533 0.0019598603 1.5613345,0.27264047 0.19921347 1.5293761,0.24598989 0.25268936 1.4553069,0.21260588 0.33296221 1.3932959,0.23892152 0.28024915 1.4330865,0.07270927 -0.24461046 1.3087558,0.025730688 -0.17230606 1.211509,0.077952296 0.100162566 1.2331299,0.1688703 0.3137318 1.2320101,0.19585037 0.41257906 1.2314154,0.19957376 0.41993484 1.1267747,0.21191144 0.41893464 1.1937487,0.15400006 0.2116197 1.5239894,0.15762761 0.5989195 1.6047221,0.062109523 0.93436056 1.750748,0.16565555 1.0844922 1.7188647,0.0431072 0.24239674 1.39701,-0.0021562465 0.6314779 1.4495695,-0.11385253 0.95813835 1.613303,-0.052880947 1.1093407 1.5639433,0.09027785 -0.36419982 1.3057797,0.18814793 -0.444876 1.210219,0.17429502 -0.46879658 1.2581332,0.13925004 -0.4277943 1.3712134,0.14220458 -0.46602213 1.2177304,0.02438742 -0.4265848 1.2542017
0.09914181 0.23027042 1.4611603,0.10382364 0.05965644 1.4121788,0.10341925 -0.07762492 1.3760492,0.08388393 -0.28769562 1.3293425,0.101709604 -0.26111948 1.366165,0.16932386 -0.26099235 1.4913534,0.162791 0.00180915 1.5722355,0.27542663 0.20112643 1.5426365,0.25180864 0.2539035 1.4662024,0.22086078 0.33374208 1.4011306,0.24595934 0.28492615 1.4479098,0.07072298 -0.24492452 1.3090341,0.022639744 -0.17291448 1.2108738,0.07631868 0.101252526 1.233003,0.16837093 0.3161347 1.2328472,0.19571064 0.415537 1.2283081,0.20224091 0.4189224 1.122853,0.21088159 0.41727084 1.1734513,0.15407994 0.21173422 1.5309772,0.15846819 0.60250354 1.6087327,0.06463646 0.9452716 1.7455312,0.17243084 1.0949875 1.7184659,0.04960167 0.24698532 1.3982033,0.010030128 0.6381635 1.4601548,-0.09911874 0.9697505 1.6220548,-0.03355696 1.1211871 1.5751643,0.08839771 -0.36535832 1.3057134,0.19052547 -0.45076954 1.2170919,0.17378137 -0.473208 1.2652549,0.13334836 -0.42803675 1.3759129,0.14362104 -0.47121403 1.2228951,0.023849301 -0.42884013 1.2523022
0.09925378 0.23304902 1.464006,0.10395738 0.06085576 1.415016,0.10285153 -0.07776351 1.3792133,0.08097123 -0.28978246 1.3337673,0.099060684 -0.2628751 1.370776,0.1664429 -0.26278362 1.4974715,0.16482069 0.003704369 1.5744922,0.27579293 0.20657854 1.5473942,0.25414366 0.2572695 1.4679891,0.2229011 0.3349209 1.3990003,0.24733338 0.28909457 1.4505689,0.068299696 -0.24666965 1.3128562,0.019154865 -0.17629507 1.2125576,0.07425223 0.100024015 1.2349598,0.1680851 0.31631893 1.234779,0.19503787 0.41674703 1.2303252,0.19413899 0.41674978 1.1237123,0.21011037 0.41619793 1.1730473,0.15265694 0.21406013 1.5358768,0.1513435 0.608882 1.6107838,0.05636566 0.9584507 1.7383914,0.16754724 1.1078153 1.7120485,0.0510978 0.25017214 1.3991969,0.015214171 0.64449525 1.4653132,-0.09387992 0.9816457 1.6235865,-0.024102718 1.133193 1.5777507,0.08475125 -0.36835423 1.3106132,0.1914894 -0.45111036 1.2224238,0.17298806 -0.47534165 1.2696197,0.12787971 -0.4335208 1.3810225,0.14413393 -0.47215092 1.2258955,0.022065707 -0.4309988 1.2524285
0.09918893 0.23525739 1.4652561,0.10394247 0.062331334 1.4163718,0.102791436 -0.076885656 1.380721,0.08096675 -0.28986043 1.3357604,0.09918621 -0.26272485 1.3727866,0.1675824 -0.2615001 1.4995486,0.16523214 0.0065016747 1.5750685,0.27389938 0.21155679 1.5474714,0.25216797 0.2636662 1.4685627,0.22129549 0.34284437 1.4005029,0.24604434 0.2882774 1.4415588,0.068142764 -0.24665922 1.3146803,0.018349554 -0.1761827 1.214115,0.072717205 0.10129304 1.237493,0.1654943 0.31901157 1.2381155,0.1906077 0.42035922 1.2346326,0.18877676 0.41895422 1.1276376,0.20876656 0.4202 1.1833717,0.15286225 0.21634239 1.5373863,0.14709853 0.6137404 1.6063969,0.04980372 0.9653429 1.7310157,0.16161689 1.114753 1.7025995,0.05078934 0.25231385 1.4002131,0.01733866 0.64755905 1.4711576,-0.08765344 0.9873439 1.6301754,-0.015994146 1.1379235 1.5816579,0.084796265 -0.3687902 1.3127321,0.19195876 -0.45224053 1.2245936,0.17333159 -0.4763841 1.2720377,0.1279855 -0.43398148 1.3836745,0.14440754 -0.47331738 1.2281127,0.021882161 -0.43183655 1.2544963
0.09920413 0.23510642 1.465421,0.10391881 0.062173124 1.4167851,0.10266989 -0.077056214 1.3813844,0.08065358 -0.29002282 1.336844,0.09894102 -0.26284322 1.3737819,0.16733831 -0.2616037 1.5004872,0.16559343 0.006307423 1.5759946,0.2745694 0.21109954 1.5483372,0.25301167 0.26347432 1.4695977,0.22249977 0.34298652 1.4018247,0.24628702 0.2884711 1.4434727,0.067827225 -0.24686532 1.315716,0.01783738 -0.17651659 1.2152184,0.07227739 0.10086951 1.2383144,0.16504762 0.3185038 1.2386066,0.18965143 0.4199202 1.234598,0.18629561 0.41975307 1.1276675,0.20678401 0.41636255 1.1752299,0.15289357 0.21629141 1.5375255,0.14386903 0.6145174 1.6003294,0.044862956 0.96668696 1.7215455,0.15501398 1.1165413 1.689621,0.050789993 0.25207275 1.4004014,0.01792929 0.64723074 1.4713255,-0.08599141 0.98770237 1.6292485,-0.013743468 1.1376632 1.579907,0.08439805 -0.3689679 1.3139551,0.19194713 -0.4527734 1.2267308,0.17313561 -0.47667927 1.2741997,0.12730247 -0.4337533 1.385387,0.1444089 -0.47385183 1.2301507,0.021790594 -0.43232152 1.2557886
0.099121965 0.23509902 1.4656913,0.103783906 0.061944306 1.4170954,0.10251091 -0.077456385 1.3817178,0.080464706 -0.2906378 1.3370191,0.098797016 -0.2634471 1.3740003,0.1676811 -0.26222056 1.500625,0.16616735 0.0060625975 1.575964,0.2754993 0.21085137 1.5474918,0.2535198 0.26298976 1.4685783,0.22256416 0.34233877 1.4006201,0.24569851 0.2858696 1.4407542,0.06760218 -0.24742135 1.3159026,0.017410759 -0.17675422 1.2155336,0.07141421 0.10090925 1.2401665,0.16339841 0.31915802 1.2418046,0.18718934 0.42094487 1.2396764,0.18434021 0.42200077 1.1326165,0.20630464 0.41984212 1.186914,0.15290031 0.21629207 1.5378624,0.14340797 0.6155584 1.596768,0.043487735 0.9687315 1.7156626,0.15412232 1.1183643 1.6831293,0.050627667 0.25205806 1.4006115,0.019291002 0.6475178 1.4730854,-0.083281934 0.98882854 1.6311524,-0.009892389 1.1382711 1.5812432,0.08420656 -0.36965713 1.3140553,0.19187021 -0.45452592 1.2276686,0.17270826 -0.47811761 1.2752293,0.12652425 -0.43433928 1.3861026,0.14416377 -0.47538367 1.230986,0.021492645 -0.43309042 1.2558728
0.10155771 0.24090706 1.4693419,0.1054221 0.06559516 1.4195403,0.10329002 -0.075590715 1.3834895,0.079925686 -0.29215044 1.3414761,0.09876296 -0.26412457 1.3784611,0.16741082 -0.26310763 1.5073845,0.16053495 0.007953674 1.5861529,0.2790898 0.20970246 1.5486794,0.25394082 0.2630066 1.4698973,0.22237772 0.34450465 1.4024327,0.24489696 0.28694156 1.4430238,0.066974185 -0.24862969 1.3194907,0.01627253 -0.18006393 1.2156434,0.070625804 0.101335734 1.2407644,0.16456532 0.3221567 1.2432997,0.18134722 0.42667925 1.23928,0.17855307 0.43135908 1.1308947,0.2026838 0.4221529 1.1818293,0.15732972 0.22165382 1.5414449,0.1447798 0.6251011 1.6077363,0.04851161 0.984653 1.7272251,0.16224687 1.1348293 1.6932844,0.051265627 0.25826856 1.4043233,0.020522282 0.6580665 1.4829253,-0.07918915 1.0041878 1.6451366,-0.006211013 1.155499 1.5922668,0.08330978 -0.3725649 1.3193743,0.19240397 -0.45607388 1.2294738,0.17240243 -0.4816354 1.2765622,0.12505722 -0.44120362 1.3901497,0.14386886 -0.47691137 1.2316465,0.01972451 -0.43400168 1.2575109
0.102063015 0.24268852 1.4713033,0.107093826 0.06750244 1.4201779,0.1046087 -0.07386643 1.3839818,0.08046913 -0.29073882 1.3422604,0.09944526 -0.26267505 1.3792477,0.16709426 -0.26259992 1.5089492,0.16451772 0.007837892 1.5915468,0.27901542 0.21371579 1.5626422,0.25770685 0.2629057 1.4799633,0.22535825 0.33921003 1.4067686,0.24996305 0.28942803 1.4552739,0.067632675 -0.24714483 1.3201789,0.016721398 -0.17894295 1.215934,0.069040164 0.10329163 1.2409602,0.16549107 0.32343322 1.241944,0.17858449 0.4285025 1.2351991,0.17393364 0.42999905 1.1266237,0.2032888 0.4238263 1.1877521,0.15787956 0.22322313 1.5434958,0.14578292 0.6260204 1.617203,0.053767733 0.98614794 1.7401798,0.16780329 1.1366304 1.7069892,0.051730793 0.26024133 1.4062042,0.02053977 0.66083 1.4837897,-0.07980889 1.0071936 1.6465359,-0.008429438 1.160441 1.5962418,0.08358033 -0.37131986 1.3202516,0.19236757 -0.45590344 1.2305334,0.17199305 -0.48131877 1.2776453,0.12461573 -0.44039243 1.3912642,0.14357883 -0.476359 1.2325842,0.019547418 -0.4323255 1.2581409
0.10200349 0.24265414 1.4712423,0.1070154 0.067442566 1.4200972,0.1045024 -0.07394867 1.3838955,0.0803397 -0.29086578 1.3422291,0.09933132 -0.26278874 1.3792095,0.16700424 -0.26270354 1.5089252,0.16450208 0.00777936 1.5915335,0.27904958 0.2136697 1.562601,0.25776523 0.26289135 1.4799157,0.22545496 0.33928934 1.4067749,0.25009605 0.28959495 1.4553679,0.06749547 -0.24726993 1.3201371,0.016492922 -0.17914277 1.21586,0.06867668 0.10319328 1.2405565,0.16508326 0.32339782 1.2412331,0.17814696 0.4284616 1.2340877,0.17331749 0.42945364 1.1254967,0.2027821 0.42305177 1.1850339,0.15783474 0.2231765 1.5434395,0.14582312 0.6260108 1.6173251,0.053746372 0.9861248 1.7404964,0.16784015 1.1366494 1.7075182,0.05165801 0.260218 1.4061389,0.020517899 0.66082764 1.483984,-0.079825655 1.0071161 1.6470481,-0.008468837 1.160443 1.5968643,0.0834422 -0.3714654 1.320236,0.1924671 -0.45619363 1.2308948,0.17197996 -0.4815407 1.278006,0.124322064 -0.44043323 1.391466,0.14366761 -0.47665387 1.2328626,0.01955194 -0.43258482 1.25806
0.102002904 0.24265347 1.471244,0.10701444 0.067442 1.4200988,0.104501106 -0.07394916 1.383897,0.08033743 -0.29086584 1.3422292,0.099329 -0.26278916 1.3792098,0.16699871 -0.26270658 1.5089271,0.16449766 0.0077740247 1.5915427,0.27904648 0.21366483 1.562619,0.2577632 0.2628904 1.4799359,0.22545418 0.3392921 1.4067984,0.2500939 0.28960103 1.4553959,0.06749356 -0.24726981 1.3201374,0.016492032 -0.17914112 1.2158608,0.068677574 0.10319398 1.2405635,0.16508597 0.32339758 1.241245,0.17815319 0.42846143 1.2341079,0.17332219 0.42946073 1.1255171,0.20277543 0.42303872 1.1849791,0.15783407 0.22317563 1.5434412,0.1458173 0.6260108 1.6173204,0.053737797 0.98612463 1.74049,0.16782682 1.1366512 1.707505,0.05165749 0.2602175 1.4061406,0.020518802 0.6608263 1.4839896,-0.079823926 1.007113 1.6470575,-0.008466788 1.1604403 1.5968757,0.0834396 -0.37146533 1.3202357,0.192464 -0.45619547 1.2308959,0.17197603 -0.48154208 1.2780068,0.12431768 -0.44043356 1.3914663,0.1436642 -0.47665495 1.2328632,0.01954901 -0.43258387 1.2580593
0.10034692 0.24154674 1.4664854,0.10444321 0.06765324 1.4136937,0.100900024 -0.072841495 1.3767209,0.07721536 -0.2895295 1.3390653,0.09726306 -0.26092046 1.3747544,0.16780336 -0.26130122 1.5021861,0.16499983 0.004849851 1.5940212,0.27954578 0.20886968 1.5608306,0.2578011 0.2566963 1.4779705,0.22529607 0.33193573 1.4044615,0.24610427 0.27596882 1.4491235,0.06320933 -0.24654162 1.3170034,0.011154316 -0.18122897 1.2122215,0.048652325 0.1017416 1.240989,0.16346115 0.3116026 1.2341617,0.19560787 0.4121607 1.2379491,0.18543757 0.41380447 1.1302236,0.22295626 0.3912419 1.1722176,0.15826117 0.22169648 1.5363652,0.15454076 0.62018514 1.6233968,0.06137889 0.9723518 1.7621895,0.16903198 1.1268238 1.7308223,0.048123103 0.2594466 1.4034717,0.023095172 0.6575455 1.4866251,-0.07087898 0.99948955 1.6581509,-0.002994664 1.1545742 1.6114359,0.08018467 -0.37003064 1.3181361,0.19082238 -0.45930457 1.2369243,0.16937359 -0.4817317 1.2847716,0.11929834 -0.43422747 1.39395,0.14222747 -0.47963113 1.2389836,0.018080547 -0.43461987 1.25855
0.099456884 0.23760237 1.4642577,0.102926925 0.06567404 1.411039,0.10034001 -0.07295422 1.372498,0.0765826 -0.28752553 1.3353363,0.09706958 -0.25920925 1.3703268,0.17024428 -0.25624317 1.4945896,0.16731931 0.0012553632 1.6015038,0.27928823 0.20181532 1.5567256,0.2556577 0.24550252 1.4732219,0.22157595 0.31672427 1.3980381,0.24521932 0.2769046 1.4566348,0.062202066 -0.24494967 1.3138328,0.007212959 -0.1805298 1.2116871,0.033429652 0.10071164 1.2421849,0.1611973 0.29958385 1.2252439,0.21157768 0.38690987 1.2531695,0.23508665 0.41028577 1.1512612,0.24557337 0.3673798 1.1725817,0.15598536 0.2171821 1.5339133,0.15621886 0.61174816 1.6204077,0.06443512 0.95906395 1.7617314,0.17106202 1.1120504 1.7308139,0.048482675 0.25601622 1.4014463,0.022961266 0.6505978 1.4818625,-0.07344093 0.988432 1.6514251,-0.0045582955 1.1420879 1.6079469,0.079273306 -0.36720628 1.3144306,0.18611887 -0.46000493 1.235311,0.1658709 -0.47994563 1.2841154,0.11932833 -0.4278124 1.391248,0.13790134 -0.47959012 1.239388,0.015833639 -0.4331068 1.2597699
0.09829884 0.23817961 1.4650589,0.10176401 0.066373356 1.4121956,0.09890229 -0.07220453 1.374157,0.0742754 -0.28653544 1.3377701,0.094936416 -0.25822267 1.3725747,0.16621625 -0.2562169 1.497749,0.16655199 -0.0010195374 1.6092286,0.2787764 0.20051529 1.571531,0.25929412 0.24496469 1.4874994,0.23559913 0.27780396 1.3864173,0.24942106 0.27444816 1.4685524,0.060013495 -0.24402525 1.3161998,0.0050084665 -0.17950717 1.214337,0.033972442 0.1010786 1.245133,0.16806945 0.2951371 1.2255653,0.23066387 0.37493527 1.2506877,0.2401508 0.3706321 1.1441623,0.24805862 0.32311055 1.1449685,0.15485226 0.21792513 1.5345931,0.15265775 0.6120335 1.6208266,0.062787406 0.9598473 1.7608528,0.16949275 1.1121689 1.7283834,0.047302138 0.25644395 1.402357,0.014157157 0.6497359 1.4838132,-0.08071436 0.9877295 1.652817,-0.015474521 1.1418912 1.606461,0.076609835 -0.36619186 1.3171301,0.18266031 -0.45975345 1.2382481,0.16249162 -0.47933707 1.2871497,0.11656591 -0.42653054 1.3940306,0.13442507 -0.4790721 1.242559,0.012783565 -0.43198508 1.2630489
0.09529011 0.23502082 1.4610687,0.09862193 0.06440802 1.4092482,0.09561802 -0.07321116 1.3721083,0.07237978 -0.28635353 1.3384875,0.09324301 -0.2577638 1.3723705,0.16601664 -0.25038224 1.4951298,0.18633763 0.008417934 1.5895677,0.3000945 0.20527452 1.5441599,0.28000137 0.24503416 1.4588313,0.25574896 0.27269047 1.3572729,0.28639102 0.26946956 1.4262712,0.05749251 -0.24451588 1.3169458,-0.0009708032 -0.1835085 1.2162361,0.023588987 0.0955929 1.2431214,0.17639427 0.26993895 1.2059923,0.26461673 0.30030364 1.2511203,0.23380357 0.3122536 1.150224,0.26831084 0.2727292 1.1464226,0.15165046 0.21521212 1.5299102,0.13640997 0.6090113 1.5994824,0.042325243 0.95775676 1.7251699,0.14485042 1.1083512 1.6818101,0.0444675 0.2528832 1.3989913,0.00850188 0.64320654 1.4774771,-0.0894267 0.9788545 1.642149,-0.02757721 1.1324745 1.5945855,0.07500999 -0.36554065 1.3187307,0.17895627 -0.4565455 1.2367837,0.16162068 -0.47593305 1.2863234,0.119495325 -0.423549 1.3937509,0.13184854 -0.47684795 1.2433774,0.011059575 -0.43294483 1.2686051
0.08420098 0.22285502 1.4285636,0.085829675 0.054817393 1.3933045,0.0911446 -0.077298254 1.3564243,0.07116278 -0.2828362 1.324561,0.09399355 -0.25497085 1.3550184,0.17171854 -0.2469282 1.4682581,0.1712088 -0.016673803 1.6013705,0.2803467 0.17190868 1.5528429,0.27377313 0.23150872 1.4821783,0.27418414 0.26862878 1.3850337,0.2798357 0.24073409 1.4397709,0.053439762 -0.24284443 1.3059944,-0.016931843 -0.17993526 1.2216709,-0.010899613 0.0906616 1.235049,0.18422471 0.19872342 1.1983336,0.28238136 0.2166663 1.1991227,0.3038796 0.21372183 1.0992314,0.28987506 0.1973953 1.1940432,0.1642819 0.21622913 1.4638402,0.10509538 0.59695417 1.4642861,0.040548757 0.9108802 1.6456001,0.06729318 1.0647852 1.555561,0.011988491 0.22882988 1.3967531,-0.004197359 0.6099628 1.4478523,-0.041006733 0.9206153 1.6493427,-0.030622695 1.0704724 1.5789595,0.07372384 -0.3588239 1.3045555,0.17436501 -0.4525523 1.2338161,0.15971325 -0.46562332 1.2839801,0.120506376 -0.4039348 1.3816729,0.12990141 -0.47250533 1.2440305,0.013001457 -0.43104 1.2667503
